-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/15/2014 through 04/15/2024 
Location: Latitude  21.1575   Longitude 79.0818 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 282.6 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,PS,WS10M
2015,6,13,32.83,26.46,40.31,70.06,97.1,1.0
2015,6,14,31.4,25.33,39.48,79.5,97.01,3.84
2015,6,15,32.71,24.77,6.47,75.81,96.99,3.69
2015,6,16,31.96,24.91,39.42,78.38,96.96,3.27
2015,6,17,33.09,25.57,14.53,79.38,96.85,2.5
2015,6,18,31.83,25.39,45.11,82.62,96.79,3.15
2015,6,19,33.0,25.32,10.23,79.94,96.73,3.84
2015,6,20,32.6,25.65,16.12,80.0,96.61,4.01
2015,6,21,29.88,25.55,89.8,90.56,96.47,4.3
2015,6,22,27.86,24.98,97.95,93.0,96.56,6.92
2015,6,23,30.01,23.88,0.23,84.75,96.83,5.3
2015,6,24,31.04,24.42,5.11,82.31,96.92,5.66
2015,6,25,32.35,23.48,1.52,79.44,96.84,6.7
2015,6,26,33.46,23.33,0.27,76.81,96.85,5.13
2015,6,27,33.35,24.3,1.08,76.75,96.93,4.91
2015,6,28,34.08,24.75,0.43,74.5,97.21,4.39
2015,6,29,32.2,24.65,0.14,78.12,97.36,3.09
2015,6,30,31.91,24.99,4.02,78.25,97.35,2.85
2015,7,1,32.31,24.15,2.49,78.62,97.44,2.8
2015,7,2,31.66,24.15,4.34,80.06,97.45,3.54
2015,7,3,32.88,23.72,0.31,75.81,97.37,4.45
2015,7,4,33.58,24.22,0.05,73.56,97.24,6.16
2015,7,5,34.01,23.7,0.0,72.94,97.09,5.94
2015,7,6,33.9,23.94,0.06,72.69,97.01,5.71
2015,7,7,32.65,24.36,0.07,75.0,96.91,5.12
2015,7,8,31.74,24.58,2.66,77.69,96.97,4.68
2015,7,9,30.18,24.36,9.65,81.94,97.0,5.79
2015,7,10,28.0,23.58,8.86,86.88,96.74,5.76
2015,7,11,30.45,23.73,6.22,84.0,96.88,4.89
2015,7,12,32.41,24.08,0.62,76.19,97.13,3.19
2015,7,13,33.14,24.62,2.73,75.88,97.17,2.98
2015,7,14,33.7,24.98,1.09,77.31,97.02,3.27
2015,7,15,33.3,25.46,1.19,77.06,96.8,3.67
2015,7,16,32.92,25.28,0.16,75.25,96.68,3.4
2015,7,17,30.86,25.58,1.93,79.12,96.73,3.62
2015,7,18,31.99,24.9,1.41,80.94,96.84,3.39
2015,7,19,27.87,24.33,12.23,87.56,96.75,5.91
2015,7,20,28.09,24.3,2.57,89.56,96.7,5.03
2015,7,21,30.71,24.68,2.62,83.69,96.78,4.48
2015,7,22,29.92,24.07,9.37,86.44,96.86,5.23
2015,7,23,31.3,24.54,18.59,84.0,97.0,4.51
2015,7,24,27.56,24.63,33.62,90.44,97.2,3.82
2015,7,25,30.61,24.17,10.67,86.75,97.09,4.56
2015,7,26,29.77,23.67,0.51,84.38,97.16,4.11
2015,7,27,30.23,23.73,0.1,82.25,97.35,3.88
2015,7,28,31.64,22.86,0.91,78.94,97.34,4.23
2015,7,29,31.82,22.71,0.01,80.06,97.27,4.83
2015,7,30,31.59,23.32,0.0,79.75,97.26,4.76
2015,7,31,32.32,23.33,0.0,77.56,97.27,4.62
2015,8,1,31.34,23.65,0.06,79.0,97.43,3.96
2015,8,2,31.67,23.6,1.21,79.62,97.43,4.49
2015,8,3,28.76,23.9,27.09,87.06,97.22,5.2
2015,8,4,26.8,23.61,85.92,93.88,96.93,7.61
2015,8,5,27.26,22.82,15.58,87.31,96.83,8.98
2015,8,6,31.3,22.87,2.23,83.62,96.94,6.35
2015,8,7,31.14,24.05,14.42,84.81,97.04,3.85
2015,8,8,32.0,24.8,8.69,85.94,97.04,3.27
2015,8,9,32.96,24.58,0.26,79.56,96.89,2.45
2015,8,10,31.87,24.88,2.81,82.75,96.92,2.12
2015,8,11,32.28,25.05,13.38,83.0,97.1,1.84
2015,8,12,28.92,24.65,52.84,90.56,97.1,2.3
2015,8,13,26.56,24.64,56.78,94.19,96.92,4.83
2015,8,14,28.52,24.1,52.16,90.62,97.01,4.88
2015,8,15,27.84,24.41,0.62,89.88,97.2,5.28
2015,8,16,30.92,23.74,2.54,87.25,97.34,4.68
2015,8,17,29.76,23.97,2.3,87.25,97.4,3.18
2015,8,18,30.97,23.02,0.61,86.0,97.52,3.57
2015,8,19,30.53,23.99,36.77,87.62,97.6,2.9
2015,8,20,30.18,23.75,9.84,86.81,97.58,2.98
2015,8,21,30.24,22.96,0.4,83.31,97.48,3.25
2015,8,22,30.54,22.8,0.41,84.12,97.33,3.71
2015,8,23,30.62,22.32,0.03,83.75,97.32,3.61
2015,8,24,31.18,22.65,0.0,82.75,97.41,3.67
2015,8,25,30.98,22.92,2.14,83.69,97.35,3.75
2015,8,26,31.92,23.3,1.31,82.12,97.24,3.09
2015,8,27,30.27,24.06,7.61,87.75,97.18,2.98
2015,8,28,29.15,24.08,20.5,89.75,97.2,3.09
2015,8,29,31.18,23.94,17.3,87.81,97.13,3.83
2015,8,30,29.3,24.47,8.99,88.19,97.28,3.09
2015,8,31,29.93,23.83,6.51,88.25,97.42,3.49
2015,9,1,30.81,23.45,1.23,85.44,97.37,3.37
2015,9,2,31.23,22.82,0.47,83.12,97.37,2.95
2015,9,3,31.24,22.09,0.82,79.31,97.58,2.2
2015,9,4,31.71,22.61,0.28,75.88,97.84,1.41
2015,9,5,32.19,22.85,0.01,76.0,97.81,1.65
2015,9,6,31.33,24.12,0.14,79.38,97.71,1.55
2015,9,7,30.45,24.04,19.53,82.75,97.64,1.77
2015,9,8,29.94,23.84,26.86,84.56,97.65,1.62
2015,9,9,31.12,23.72,0.99,79.12,97.65,1.22
2015,9,10,32.29,22.56,0.0,74.81,97.64,1.78
2015,9,11,32.23,22.7,0.57,78.56,97.52,2.3
2015,9,12,32.36,22.99,0.29,77.06,97.46,2.03
2015,9,13,31.91,24.01,1.65,75.19,97.48,0.87
2015,9,14,31.13,23.85,25.11,81.12,97.34,1.16
2015,9,15,29.6,24.63,14.5,89.06,97.22,2.09
2015,9,16,30.25,24.12,13.37,87.19,96.94,4.45
2015,9,17,27.48,24.23,58.55,94.75,96.51,7.52
2015,9,18,30.26,23.89,16.63,90.94,96.95,6.27
2015,9,19,30.26,23.5,2.55,86.5,97.24,2.12
2015,9,20,30.08,23.02,4.41,84.38,97.25,2.66
2015,9,21,29.8,22.8,0.55,85.56,97.32,2.62
2015,9,22,30.33,21.97,0.07,84.88,97.48,2.71
2015,9,23,30.96,22.89,0.5,84.62,97.68,2.3
2015,9,24,30.76,22.94,0.0,83.38,97.62,2.27
2015,9,25,30.45,21.46,0.0,82.88,97.55,2.77
2015,9,26,29.62,18.63,0.0,75.5,97.61,2.05
2015,9,27,30.44,19.73,0.0,78.06,97.64,2.62
2015,9,28,30.75,21.16,0.14,80.12,97.66,2.35
2015,9,29,31.02,21.21,0.01,81.06,97.74,2.38
2015,9,30,30.73,21.01,0.0,81.62,97.9,2.45
2015,10,1,30.84,22.26,0.4,82.19,97.94,2.0
2015,10,2,31.62,23.76,0.49,78.62,97.96,0.91
2015,10,3,31.51,23.58,0.06,78.69,97.83,1.56
2015,10,4,31.83,23.09,0.4,75.81,97.86,1.82
2015,10,5,31.66,20.28,0.0,70.06,97.82,1.73
2015,10,6,31.83,20.79,0.0,74.31,97.72,2.09
2015,10,7,31.3,19.53,0.0,73.94,97.73,1.81
2015,10,8,31.53,19.61,0.0,61.19,97.69,1.24
2015,10,9,32.05,19.46,0.0,64.31,97.56,1.24
2015,10,10,32.05,20.98,0.0,66.62,97.64,1.69
2015,10,11,32.55,21.17,0.0,61.25,97.85,1.19
2015,10,12,32.13,21.55,0.0,60.69,97.95,1.14
2015,10,13,31.73,20.9,0.0,61.38,97.96,1.13
2015,10,14,31.53,20.41,0.02,72.44,98.02,2.05
2015,10,15,30.66,20.07,0.07,81.44,98.03,2.24
2015,10,16,29.12,20.98,0.0,84.06,98.12,2.52
2015,10,17,30.76,20.31,0.0,75.12,98.15,1.71
2015,10,18,31.12,20.98,0.0,68.5,98.2,1.12
2015,10,19,31.05,20.43,0.0,70.62,98.14,1.28
2015,10,20,31.26,20.9,0.0,72.62,97.93,1.66
2015,10,21,31.89,21.46,0.0,70.56,97.87,1.12
2015,10,22,29.39,22.08,0.03,75.06,98.01,1.48
2015,10,23,31.14,21.52,0.02,70.0,98.0,1.19
2015,10,24,31.08,20.8,0.0,74.06,97.99,1.8
2015,10,25,30.66,19.71,0.03,73.0,98.14,2.38
2015,10,26,30.37,19.12,0.0,72.06,98.2,1.91
2015,10,27,30.74,19.91,0.0,69.31,98.14,0.8
2015,10,28,29.84,20.39,1.09,75.31,98.1,1.53
2015,10,29,28.63,18.98,5.15,80.69,98.08,2.16
2015,10,30,28.35,18.21,4.18,82.5,98.11,3.2
2015,10,31,28.64,18.13,0.0,82.12,98.1,3.21
2015,11,1,28.93,18.73,0.0,79.94,98.15,3.34
2015,11,2,29.96,19.43,0.0,77.56,98.17,2.44
2015,11,3,30.16,19.09,0.0,77.56,98.16,2.52
2015,11,4,30.91,18.66,0.0,73.31,98.09,1.97
2015,11,5,30.94,19.07,0.0,69.19,98.08,1.72
2015,11,6,31.4,19.57,0.0,67.25,98.0,1.54
2015,11,7,31.68,19.02,0.0,70.62,98.12,2.06
2015,11,8,31.74,18.1,0.0,72.56,98.24,2.65
2015,11,9,31.17,18.0,0.0,75.06,98.19,2.66
2015,11,10,31.09,18.35,0.0,72.88,98.06,2.39
2015,11,11,32.37,17.85,0.0,69.56,98.1,2.3
2015,11,12,31.99,17.25,0.0,69.81,98.25,2.18
2015,11,13,31.94,17.69,0.0,63.88,98.25,1.66
2015,11,14,31.49,15.62,0.0,60.5,98.04,1.9
2015,11,15,32.44,16.91,0.0,61.5,97.98,1.95
2015,11,16,31.8,16.31,0.0,67.94,98.01,2.49
2015,11,17,32.13,16.48,0.0,68.25,97.96,2.44
2015,11,18,31.46,15.69,0.0,71.06,98.17,3.07
2015,11,19,31.15,15.25,0.0,67.81,98.3,3.24
2015,11,20,30.51,14.69,0.0,67.88,98.22,3.15
2015,11,21,31.1,15.11,0.0,65.94,98.14,2.45
2015,11,22,31.17,14.98,0.0,66.44,98.12,2.7
2015,11,23,30.76,14.96,0.0,68.38,98.15,2.16
2015,11,24,31.13,17.05,0.0,64.56,98.13,2.16
2015,11,25,31.3,16.18,0.0,65.0,98.14,2.3
2015,11,26,31.24,16.18,0.0,63.62,98.1,1.95
2015,11,27,31.55,17.12,0.0,65.75,97.89,1.79
2015,11,28,31.65,18.17,0.0,70.5,98.13,3.05
2015,11,29,31.93,18.5,0.0,68.19,98.36,2.65
2015,11,30,31.87,16.38,0.0,67.31,98.38,2.49
2015,12,1,32.6,16.59,0.0,62.38,98.2,1.95
2015,12,2,32.23,16.81,0.03,65.56,98.14,1.82
2015,12,3,31.86,18.52,0.0,62.62,98.18,1.96
2015,12,4,31.43,15.12,0.0,54.88,98.17,2.49
2015,12,5,31.8,13.72,0.0,51.44,98.23,2.57
2015,12,6,30.98,12.03,0.0,43.5,98.26,2.7
2015,12,7,30.96,11.86,0.0,47.31,98.33,2.33
2015,12,8,31.1,11.75,0.0,46.12,98.33,2.21
2015,12,9,30.69,12.28,0.0,45.69,98.3,1.55
2015,12,10,31.26,13.33,0.0,42.06,98.12,2.2
2015,12,11,32.86,16.5,0.0,44.88,97.84,2.81
2015,12,12,33.01,18.59,0.0,45.19,97.8,1.8
2015,12,13,32.59,14.94,0.0,42.5,97.96,2.6
2015,12,14,32.55,17.44,0.0,50.12,98.04,3.05
2015,12,15,30.58,14.48,0.0,32.62,98.15,3.24
2015,12,16,31.15,13.69,0.0,39.56,98.1,2.49
2015,12,17,31.53,19.12,0.0,56.81,97.97,3.2
2015,12,18,29.74,16.1,0.0,30.56,98.23,3.78
2015,12,19,29.59,11.58,0.0,29.81,98.47,3.03
2015,12,20,30.35,13.09,0.06,48.19,98.31,2.23
2015,12,21,30.66,17.59,0.14,53.38,98.19,1.71
2015,12,22,30.19,15.13,0.01,59.94,98.35,2.74
2015,12,23,30.47,16.06,0.0,52.0,98.34,2.66
2015,12,24,28.23,12.51,0.0,29.75,98.46,4.22
2015,12,25,27.08,9.33,0.0,28.12,98.64,3.72
2015,12,26,27.58,8.81,0.0,25.81,98.64,2.94
2015,12,27,30.45,9.68,0.0,24.0,98.67,2.34
2015,12,28,32.62,11.84,0.0,27.0,98.69,2.25
2015,12,29,34.5,13.27,0.0,25.5,98.5,2.35
2015,12,30,33.72,13.72,0.0,27.75,98.35,2.62
2015,12,31,33.5,13.43,0.0,34.12,98.48,1.75
2016,1,1,32.58,14.38,0.0,35.38,98.55,1.84
2016,1,2,32.05,15.11,0.0,33.19,98.53,1.52
2016,1,3,30.3,13.44,0.0,32.56,98.45,2.9
2016,1,4,30.68,12.5,0.0,35.06,98.51,2.67
2016,1,5,30.82,12.08,0.0,30.44,98.41,1.73
2016,1,6,31.49,13.08,0.0,27.62,98.39,1.58
2016,1,7,30.73,13.37,0.0,32.62,98.46,1.39
2016,1,8,31.38,14.83,0.0,30.75,98.38,1.8
2016,1,9,31.85,15.55,0.0,33.44,98.18,2.62
2016,1,10,29.98,13.79,0.0,29.56,98.38,2.26
2016,1,11,30.64,12.42,0.0,30.44,98.39,1.8
2016,1,12,31.15,11.8,0.0,23.12,98.2,1.98
2016,1,13,31.29,13.1,0.0,27.56,98.08,1.76
2016,1,14,31.28,14.06,0.0,34.06,98.1,2.72
2016,1,15,30.94,16.19,0.0,39.62,98.01,2.99
2016,1,16,30.31,17.39,0.04,43.81,97.93,2.38
2016,1,17,29.14,18.12,1.06,49.88,97.95,2.53
2016,1,18,30.31,17.43,0.45,51.88,97.88,2.92
2016,1,19,29.87,18.02,0.33,46.94,97.82,4.8
2016,1,20,27.58,13.13,0.02,49.81,98.23,4.25
2016,1,21,26.52,9.7,0.0,29.56,98.5,3.38
2016,1,22,26.94,8.3,0.0,28.19,98.55,3.37
2016,1,23,28.11,7.12,0.0,21.19,98.57,2.7
2016,1,24,29.78,7.64,0.0,21.06,98.44,2.08
2016,1,25,30.25,9.15,0.0,22.81,98.23,2.09
2016,1,26,30.73,11.05,0.0,28.94,98.13,1.99
2016,1,27,32.03,12.32,0.0,29.25,98.04,2.39
2016,1,28,32.51,12.12,0.0,25.62,98.16,2.53
2016,1,29,33.56,13.57,0.0,29.5,98.33,2.96
2016,1,30,34.93,14.04,0.0,26.81,98.25,1.88
2016,1,31,35.55,15.03,0.0,21.56,98.11,1.86
2016,2,1,34.77,15.33,0.0,26.62,98.17,2.65
2016,2,2,34.55,14.97,0.0,24.31,98.18,2.55
2016,2,3,33.4,15.05,0.0,31.81,98.16,3.59
2016,2,4,32.36,13.49,0.0,23.81,98.23,2.95
2016,2,5,32.8,12.51,0.0,22.0,98.13,2.09
2016,2,6,33.84,13.72,0.0,25.44,97.89,2.94
2016,2,7,33.75,21.1,0.0,39.56,98.01,4.38
2016,2,8,33.24,16.17,0.0,23.0,98.11,3.0
2016,2,9,32.55,13.75,0.0,22.5,98.11,2.27
2016,2,10,33.9,15.52,0.0,29.56,97.85,2.37
2016,2,11,35.1,21.14,0.0,32.25,97.72,2.34
2016,2,12,34.99,17.47,0.0,18.81,97.79,2.48
2016,2,13,35.16,19.27,0.01,29.12,97.87,1.91
2016,2,14,34.41,17.89,0.0,25.31,98.01,2.5
2016,2,15,32.28,21.28,0.0,37.0,98.11,2.82
2016,2,16,35.94,20.57,0.0,35.69,98.17,3.43
2016,2,17,35.58,18.48,0.0,28.88,98.28,1.81
2016,2,18,36.61,19.06,0.0,28.94,98.17,2.12
2016,2,19,37.33,19.14,0.0,24.12,98.21,2.52
2016,2,20,37.61,19.82,0.0,21.31,98.12,2.53
2016,2,21,36.71,21.58,0.0,31.31,97.98,2.47
2016,2,22,38.27,21.69,0.0,30.06,98.04,2.25
2016,2,23,38.31,22.01,0.0,19.56,97.88,2.44
2016,2,24,37.9,21.23,0.0,27.19,97.74,2.27
2016,2,25,37.28,23.5,0.06,33.25,97.86,2.68
2016,2,26,36.43,23.48,1.97,43.06,98.07,2.8
2016,2,27,35.08,24.58,1.0,43.56,98.23,2.2
2016,2,28,35.21,21.67,5.39,41.94,98.35,2.25
2016,2,29,32.55,22.4,6.12,55.69,98.37,1.95
2016,3,1,34.27,20.88,0.16,56.56,98.17,1.54
2016,3,2,35.19,19.43,0.11,43.06,98.19,1.66
2016,3,3,35.99,19.08,0.37,35.44,98.23,1.52
2016,3,4,37.4,21.3,0.76,38.62,98.01,2.13
2016,3,5,36.79,23.34,1.96,42.81,97.88,2.52
2016,3,6,34.0,22.94,2.42,48.0,97.9,2.84
2016,3,7,36.94,22.25,0.29,43.12,97.82,3.72
2016,3,8,37.82,20.63,0.0,34.31,97.72,2.96
2016,3,9,35.98,21.97,0.04,35.12,97.82,2.47
2016,3,10,38.19,23.01,0.0,30.75,97.89,1.48
2016,3,11,39.15,21.84,0.0,30.19,97.91,2.45
2016,3,12,39.88,24.95,2.52,30.31,97.68,3.73
2016,3,13,36.69,23.46,0.11,36.31,97.7,2.51
2016,3,14,37.01,23.04,1.7,37.19,97.81,2.66
2016,3,15,35.31,18.61,0.89,39.88,97.89,2.76
2016,3,16,34.95,18.66,1.7,45.12,97.9,3.13
2016,3,17,36.79,20.64,0.03,42.94,97.81,2.64
2016,3,18,39.51,23.33,0.0,38.56,97.67,2.75
2016,3,19,40.49,23.37,0.0,27.5,97.67,3.88
2016,3,20,40.58,22.75,0.0,23.38,97.72,4.12
2016,3,21,40.44,21.83,0.0,16.5,97.61,3.8
2016,3,22,39.98,20.65,0.0,17.06,97.58,3.48
2016,3,23,41.03,20.11,0.0,11.81,97.71,2.95
2016,3,24,41.17,18.44,0.0,10.5,97.95,3.26
2016,3,25,41.33,19.35,0.0,12.69,97.99,2.66
2016,3,26,41.86,21.54,0.0,17.75,97.84,2.34
2016,3,27,41.15,24.31,6.54,30.12,97.77,3.05
2016,3,28,38.3,22.69,0.63,43.94,97.92,3.57
2016,3,29,40.34,23.23,0.0,35.69,97.82,2.09
2016,3,30,39.56,21.94,0.0,25.12,97.82,1.74
2016,3,31,39.92,21.78,0.0,29.56,97.73,1.52
2016,4,1,42.15,23.62,0.0,19.56,97.47,1.49
2016,4,2,42.55,23.7,0.0,17.88,97.55,2.74
2016,4,3,43.23,25.15,0.0,22.88,97.65,2.75
2016,4,4,44.06,26.33,0.0,23.56,97.47,1.97
2016,4,5,42.66,28.3,0.88,25.12,97.47,2.55
2016,4,6,40.03,27.72,0.09,30.69,97.67,3.44
2016,4,7,41.19,25.18,0.59,33.69,97.63,2.95
2016,4,8,42.19,28.33,0.0,25.44,97.56,3.05
2016,4,9,42.49,26.43,0.0,26.38,97.62,3.55
2016,4,10,42.55,26.52,0.0,22.31,97.67,3.65
2016,4,11,43.65,26.88,0.0,20.12,97.57,2.77
2016,4,12,43.93,27.3,0.0,18.31,97.41,3.85
2016,4,13,43.55,26.67,0.0,15.0,97.26,3.79
2016,4,14,43.92,25.65,0.0,10.75,97.34,3.24
2016,4,15,44.82,25.9,0.0,12.25,97.41,2.31
2016,4,16,45.36,26.8,0.0,14.81,97.3,2.05
2016,4,17,45.04,29.26,0.0,19.44,97.25,1.67
2016,4,18,44.08,27.88,0.0,18.44,97.39,2.34
2016,4,19,44.4,29.19,0.0,22.81,97.44,2.75
2016,4,20,42.14,32.67,0.0,24.94,97.51,3.03
2016,4,21,45.69,30.84,0.0,18.06,97.29,4.15
2016,4,22,46.01,30.07,0.0,13.88,97.14,5.84
2016,4,23,43.66,26.65,0.0,17.88,97.06,6.13
2016,4,24,43.83,27.37,0.0,18.12,97.05,4.57
2016,4,25,44.48,27.62,0.0,18.12,97.18,3.48
2016,4,26,44.05,27.75,0.0,18.31,97.43,1.88
2016,4,27,44.49,29.34,0.34,21.31,97.37,2.05
2016,4,28,43.52,28.65,2.98,22.69,97.33,2.51
2016,4,29,43.9,31.19,0.32,25.25,97.38,4.38
2016,4,30,44.42,29.13,0.01,23.75,97.36,2.84
2016,5,1,45.47,27.76,0.19,18.25,97.25,2.96
2016,5,2,45.39,29.14,0.21,18.5,97.26,3.02
2016,5,3,41.47,30.03,0.32,25.31,97.37,2.96
2016,5,4,43.88,28.41,0.0,26.38,97.32,4.14
2016,5,5,41.92,28.39,2.25,27.38,97.46,4.32
2016,5,6,36.5,25.9,7.55,49.56,97.58,3.47
2016,5,7,37.87,25.63,0.4,48.44,97.55,1.88
2016,5,8,40.53,26.25,0.03,38.81,97.55,2.05
2016,5,9,42.05,27.63,0.75,37.38,97.49,2.12
2016,5,10,41.32,30.0,0.19,32.25,97.52,1.39
2016,5,11,42.7,28.58,0.02,30.81,97.38,1.71
2016,5,12,44.84,29.73,0.08,25.88,97.11,1.67
2016,5,13,45.4,30.52,0.05,23.94,97.1,2.27
2016,5,14,46.27,30.55,0.0,22.19,97.18,1.55
2016,5,15,46.44,30.92,0.0,25.31,97.23,4.04
2016,5,16,46.05,31.37,0.0,26.44,97.06,4.7
2016,5,17,45.87,31.19,0.0,27.56,96.88,5.27
2016,5,18,44.48,31.26,0.0,32.38,96.8,4.43
2016,5,19,43.14,30.76,0.0,30.81,96.79,4.41
2016,5,20,45.43,31.19,0.01,28.81,96.58,2.38
2016,5,21,46.92,31.83,0.42,23.62,96.6,7.45
2016,5,22,46.13,30.48,1.55,26.62,96.88,6.34
2016,5,23,45.04,30.65,0.0,29.0,96.98,6.25
2016,5,24,45.7,31.01,0.01,27.19,96.97,6.21
2016,5,25,44.17,30.75,0.33,26.25,96.91,6.9
2016,5,26,44.76,29.95,0.09,28.44,97.01,5.43
2016,5,27,45.23,31.01,0.0,27.0,97.07,6.03
2016,5,28,43.3,31.43,0.09,28.69,97.05,5.08
2016,5,29,43.88,30.43,0.95,28.0,96.96,5.41
2016,5,30,43.65,30.85,0.89,28.31,96.99,3.81
2016,5,31,44.56,30.93,0.0,25.81,97.07,2.96
2016,6,1,42.87,32.38,0.31,26.38,97.09,2.88
2016,6,2,45.28,33.05,0.1,24.75,96.96,1.85
2016,6,3,46.15,33.01,0.01,24.31,96.88,3.22
2016,6,4,43.08,30.69,1.45,36.0,96.98,4.1
2016,6,5,41.86,30.41,0.53,42.06,97.09,4.54
2016,6,6,40.0,28.84,0.79,44.06,97.11,3.47
2016,6,7,43.46,29.69,0.89,40.12,97.05,3.3
2016,6,8,42.73,28.5,1.25,45.19,97.0,4.74
2016,6,9,42.29,28.21,3.13,43.12,96.97,4.65
2016,6,10,41.9,28.88,0.61,42.31,96.98,4.62
2016,6,11,41.37,29.95,1.18,43.06,97.04,4.02
2016,6,12,40.2,30.01,6.29,45.19,96.98,4.41
2016,6,13,40.63,27.95,0.36,42.5,96.96,4.65
2016,6,14,42.19,29.24,0.0,38.81,96.9,5.7
2016,6,15,41.22,30.24,0.0,38.06,96.8,6.37
2016,6,16,41.42,30.2,0.33,36.94,96.76,4.65
2016,6,17,38.48,27.06,8.53,44.5,96.8,3.94
2016,6,18,36.23,25.79,5.67,63.0,96.95,2.92
2016,6,19,36.51,26.62,3.06,63.38,96.97,2.27
2016,6,20,37.19,26.41,0.48,60.75,96.97,4.54
2016,6,21,38.34,26.36,0.06,56.38,96.98,4.13
2016,6,22,34.76,27.65,22.6,64.06,97.15,3.38
2016,6,23,34.87,27.15,9.23,71.88,97.1,2.22
2016,6,24,31.46,25.73,18.33,78.0,97.06,2.56
2016,6,25,34.23,25.17,2.71,74.12,97.07,2.84
2016,6,26,33.33,25.56,11.29,73.81,97.06,2.46
2016,6,27,32.96,25.26,9.96,76.5,96.93,2.48
2016,6,28,32.01,25.73,28.75,84.38,96.81,2.94
2016,6,29,34.27,24.98,6.98,76.88,96.82,2.42
2016,6,30,34.91,26.04,12.1,74.75,96.79,3.09
2016,7,1,32.18,25.87,11.23,82.56,96.71,4.85
2016,7,2,30.68,25.15,35.24,85.94,96.8,4.18
2016,7,3,30.01,24.99,28.55,87.62,96.87,4.84
2016,7,4,29.32,25.05,15.55,88.25,96.89,4.15
2016,7,5,30.01,24.48,25.57,86.38,96.86,6.05
2016,7,6,31.01,24.32,7.78,84.12,96.84,5.97
2016,7,7,29.79,24.55,23.28,85.62,96.78,7.89
2016,7,8,27.8,24.05,61.85,91.94,96.53,8.7
2016,7,9,29.99,24.84,41.96,90.38,96.33,5.61
2016,7,10,30.83,24.7,10.95,87.88,96.39,5.39
2016,7,11,31.03,24.8,23.94,88.75,96.34,4.33
2016,7,12,27.43,23.83,22.97,90.88,96.72,7.38
2016,7,13,29.81,22.77,1.39,86.12,96.95,4.59
2016,7,14,31.73,24.2,0.02,82.06,97.0,4.33
2016,7,15,29.81,24.5,1.49,85.38,97.06,3.91
2016,7,16,30.09,24.04,3.07,84.56,97.18,3.74
2016,7,17,30.55,23.56,6.17,86.19,97.45,3.73
2016,7,18,28.75,23.57,13.23,89.12,97.45,3.32
2016,7,19,27.8,23.3,3.74,88.81,97.33,4.37
2016,7,20,31.12,23.63,6.05,86.19,97.2,3.63
2016,7,21,31.17,24.33,18.52,86.69,97.06,2.58
2016,7,22,31.16,25.2,22.48,87.56,96.93,2.33
2016,7,23,30.56,24.72,10.8,87.69,96.97,2.41
2016,7,24,30.48,24.07,8.77,85.62,97.11,2.33
2016,7,25,30.01,24.4,16.31,88.44,97.21,2.91
2016,7,26,29.53,24.12,17.1,91.62,97.23,3.61
2016,7,27,30.51,24.11,12.6,88.0,97.27,5.07
2016,7,28,29.56,23.83,3.98,87.38,97.29,4.11
2016,7,29,28.94,23.18,5.42,87.88,97.2,2.28
2016,7,30,29.65,23.58,19.67,87.62,97.14,2.47
2016,7,31,28.46,23.83,15.26,90.69,97.11,3.16
2016,8,1,29.38,24.15,7.05,89.81,96.85,4.46
2016,8,2,28.65,24.04,15.49,90.5,96.6,4.48
2016,8,3,28.15,23.32,8.32,89.88,96.62,5.89
2016,8,4,29.53,23.5,8.41,89.44,96.7,5.73
2016,8,5,26.98,23.86,13.29,92.5,96.79,5.09
2016,8,6,27.48,23.79,15.93,92.56,96.78,5.38
2016,8,7,28.48,23.34,8.49,89.94,96.96,5.62
2016,8,8,29.65,23.29,0.99,87.19,97.14,4.98
2016,8,9,29.76,23.46,2.79,88.12,97.07,5.04
2016,8,10,28.1,24.08,2.77,90.25,97.18,4.62
2016,8,11,28.62,23.62,1.56,89.44,97.32,4.21
2016,8,12,28.84,23.33,0.42,89.31,97.29,4.21
2016,8,13,30.16,23.33,1.35,87.44,97.12,4.43
2016,8,14,29.61,24.08,96.88,89.31,97.06,5.04
2016,8,15,28.32,23.18,42.72,90.81,96.99,5.09
2016,8,16,30.17,23.15,0.37,86.62,96.85,5.41
2016,8,17,27.7,23.18,0.0,89.69,96.89,4.99
2016,8,18,29.83,23.07,0.22,85.69,96.93,5.23
2016,8,19,28.78,22.19,0.27,86.75,97.01,4.8
2016,8,20,29.56,21.66,0.64,85.31,97.13,4.1
2016,8,21,30.19,21.58,0.2,84.94,97.22,3.34
2016,8,22,29.8,22.77,0.57,84.5,97.26,3.24
